Time,TPS,StockLevel,StockLevelLatency,TPMC,Delivery,DeliveryLatency,OrderStatus,OrderStatusLatency,Payment,PaymentLatency,NewOrder,NewOrderLatency,Failed
30,36.00,0,0.00,44.00,14,261.92,0,0.00,0,0.00,22,575.93,13
31,37.00,0,0.00,36.77,18,272.94,0,0.00,0,0.00,19,672.21,11
32,31.00,0,0.00,22.50,19,278.60,0,0.00,0,0.00,12,471.93,6
33,33.00,0,0.00,36.36,13,264.50,0,0.00,0,0.00,20,679.97,11
34,34.00,0,0.00,35.29,14,264.94,0,0.00,0,0.00,20,715.78,13
35,27.00,0,0.00,22.29,14,265.42,0,0.00,0,0.00,13,618.33,6
36,41.00,0,0.00,40.00,17,265.67,0,0.00,0,0.00,24,610.62,8
37,31.00,0,0.00,25.95,15,296.79,0,0.00,0,0.00,16,596.02,8
38,37.00,0,0.00,30.00,18,293.47,0,0.00,0,0.00,19,607.27,8
39,32.00,0,0.00,30.77,12,264.73,0,0.00,0,0.00,20,583.41,9
40,33.00,0,0.00,21.00,19,302.25,0,0.00,0,0.00,14,622.95,6
41,39.00,0,0.00,23.41,23,289.98,0,0.00,0,0.00,16,591.19,4
42,33.00,0,0.00,18.57,20,278.17,0,0.00,0,0.00,13,603.55,7
43,33.00,0,0.00,25.12,15,273.27,0,0.00,0,0.00,18,709.53,8
44,33.00,0,0.00,19.09,19,291.55,0,0.00,0,0.00,14,700.55,8
45,35.00,0,0.00,24.00,17,287.76,0,0.00,0,0.00,18,596.05,8
46,32.00,0,0.00,24.78,13,277.33,0,0.00,0,0.00,19,573.31,10
47,36.00,0,0.00,22.98,18,291.79,0,0.00,0,0.00,18,592.37,7
48,27.00,0,0.00,12.50,17,286.53,0,0.00,0,0.00,10,624.65,4
49,37.00,0,0.00,29.39,13,264.93,0,0.00,0,0.00,24,751.36,6
50,38.00,0,0.00,22.80,19,279.63,0,0.00,0,0.00,19,606.03,9
51,29.00,0,0.00,15.29,16,300.95,0,0.00,0,0.00,13,640.50,5
52,31.00,0,0.00,20.77,13,270.65,0,0.00,0,0.00,18,600.25,10
53,32.00,0,0.00,15.85,18,269.07,0,0.00,0,0.00,14,552.38,7
54,36.00,0,0.00,23.33,15,290.17,0,0.00,0,0.00,21,607.24,10
55,35.00,0,0.00,20.73,16,301.40,0,0.00,0,0.00,19,523.75,7
56,30.00,0,0.00,13.93,17,295.21,0,0.00,0,0.00,13,755.81,7
57,30.00,0,0.00,15.79,15,259.74,0,0.00,0,0.00,15,659.00,8
58,44.00,0,0.00,24.83,20,287.55,0,0.00,0,0.00,24,462.94,14
59,9.00,0,0.00,4.07,5,298.50,0,0.00,0,0.00,4,537.07,4
60,15.00,0,0.00,5.00,10,1523.40,0,0.00,0,0.00,5,1932.81,1
61,35.00,0,0.00,16.72,18,289.93,0,0.00,0,0.00,17,531.74,8
62,33.00,0,0.00,15.48,17,295.82,0,0.00,0,0.00,16,593.28,7
63,32.00,0,0.00,15.24,16,272.86,0,0.00,0,0.00,16,590.40,7
64,34.00,0,0.00,15.94,17,263.88,0,0.00,0,0.00,17,664.27,9
65,26.00,0,0.00,9.23,16,279.48,0,0.00,0,0.00,10,629.20,5
66,7.00,0,0.00,3.64,3,1443.28,0,0.00,0,0.00,4,1357.09,0
67,17.00,0,0.00,9.85,6,888.41,0,0.00,0,0.00,11,1780.82,3
68,19.00,0,0.00,9.71,8,517.45,0,0.00,0,0.00,11,1102.89,3
69,24.00,0,0.00,9.57,13,388.44,0,0.00,0,0.00,11,899.43,6
70,25.00,0,0.00,11.14,12,356.80,0,0.00,0,0.00,13,851.39,4
71,30.00,0,0.00,12.68,15,329.70,0,0.00,0,0.00,15,697.78,6
72,29.00,0,0.00,10.00,17,328.11,0,0.00,0,0.00,12,639.24,5
73,30.00,0,0.00,9.04,19,314.36,0,0.00,0,0.00,11,657.34,6
74,21.00,0,0.00,7.30,12,313.77,0,0.00,0,0.00,9,853.73,4
75,9.00,0,0.00,4.00,4,798.86,0,0.00,0,0.00,5,1450.95,4
76,11.00,0,0.00,3.95,6,1311.14,0,0.00,0,0.00,5,2263.60,1
77,31.00,0,0.00,11.69,16,288.93,0,0.00,0,0.00,15,710.04,9
78,30.00,0,0.00,9.23,18,276.85,0,0.00,0,0.00,12,712.47,5
79,30.00,0,0.00,9.87,17,273.88,0,0.00,0,0.00,13,699.97,7
80,35.00,0,0.00,12.00,19,295.62,0,0.00,0,0.00,16,586.42,6
81,38.00,0,0.00,9.63,25,281.25,0,0.00,0,0.00,13,525.41,6
82,37.00,0,0.00,13.17,19,288.29,0,0.00,0,0.00,18,599.26,6
83,31.00,0,0.00,10.84,16,268.31,0,0.00,0,0.00,15,646.16,8
84,36.00,0,0.00,13.57,17,309.44,0,0.00,0,0.00,19,690.89,9
85,34.00,0,0.00,9.88,20,297.97,0,0.00,0,0.00,14,660.49,6
86,35.00,0,0.00,10.47,20,295.73,0,0.00,0,0.00,15,548.93,8
87,32.00,0,0.00,11.72,15,265.64,0,0.00,0,0.00,17,518.15,8
88,34.00,0,0.00,12.95,15,262.11,0,0.00,0,0.00,19,766.79,8
89,32.00,0,0.00,13.48,12,263.69,0,0.00,0,0.00,20,606.87,14
90,32.00,0,0.00,10.67,16,264.94,0,0.00,0,0.00,16,605.17,6
91,34.00,0,0.00,9.23,20,268.02,0,0.00,0,0.00,14,721.96,5
92,39.00,0,0.00,11.09,22,277.25,0,0.00,0,0.00,17,588.83,11
93,29.00,0,0.00,9.68,14,276.49,0,0.00,0,0.00,15,570.53,11
94,36.00,0,0.00,14.68,13,292.51,0,0.00,0,0.00,23,723.08,9
95,31.00,0,0.00,12.00,12,269.42,0,0.00,0,0.00,19,592.35,8
96,31.00,0,0.00,10.00,15,281.77,0,0.00,0,0.00,16,709.38,10
97,36.00,0,0.00,12.99,15,271.84,0,0.00,0,0.00,21,613.88,9
98,31.00,0,0.00,9.80,15,281.56,0,0.00,0,0.00,16,645.91,5
99,30.00,0,0.00,10.91,12,261.88,0,0.00,0,0.00,18,598.62,9
100,35.00,0,0.00,15.00,10,276.05,0,0.00,0,0.00,25,640.13,12
